0	1	378.888	1153.348	0
1	1	378.655	1152.763	0
2	1	378.422	1152.177	0
3	1	378.188	1151.592	0
4	1	377.925	1151.083	0
5	1	377.662	1150.573	0
6	1	377.399	1150.064	0
7	1	377.136	1149.555	0
8	1	376.843	1148.973	0
9	1	376.549	1148.392	0
10	1	376.349	1147.910	0
11	1	376.149	1147.428	0
12	1	375.948	1146.946	0
13	1	375.748	1146.464	0
14	1	375.548	1145.982	0
15	1	375.299	1145.528	0
16	1	375.042	1145.078	0
17	1	374.772	1144.636	0
18	1	374.497	1144.197	0
19	1	374.221	1143.758	0
20	1	373.891	1143.323	0
21	1	373.542	1142.903	0
22	1	373.175	1142.498	0
23	1	372.791	1142.109	0
24	1	372.421	1141.683	0
25	1	372.052	1141.256	0
26	1	371.550	1140.659	0
27	1	371.212	1140.236	0
28	1	370.852	1139.786	0
29	1	370.492	1139.337	0
0	3	376.130	1158.507	0
1	3	376.399	1159.165	0
2	3	376.667	1159.822	0
3	3	376.878	1160.357	0
4	3	377.128	1160.973	0
5	3	377.377	1161.590	0
6	3	377.537	1162.016	0
7	3	377.879	1162.829	0
8	3	378.180	1163.344	0
9	3	378.480	1163.858	0
10	3	378.795	1164.403	0
11	3	379.132	1165.081	0
12	3	379.356	1165.726	0
13	3	379.573	1166.404	0
14	3	379.815	1167.175	0
15	3	380.001	1167.750	0
16	3	380.187	1168.326	0
17	3	380.239	1168.927	0
18	3	380.418	1169.555	0
19	3	380.559	1170.193	0
20	3	380.643	1171.177	0
21	3	380.691	1171.893	0
22	3	380.736	1172.260	0
23	3	380.900	1172.896	0
24	3	381.175	1173.552	0
0	6	378.657	1151.026	0
1	6	378.424	1150.587	0
2	6	378.186	1150.047	0
3	6	377.974	1149.497	0
4	6	377.723	1148.947	0
5	6	377.473	1148.398	0
6	6	377.223	1147.841	0
7	6	376.943	1147.262	0
8	6	376.664	1146.684	0
9	6	376.384	1146.105	0
10	6	376.183	1145.700	0
11	6	375.868	1145.200	0
12	6	375.584	1144.748	0
13	6	375.297	1144.218	0
14	6	374.975	1143.739	0
15	6	374.675	1143.252	0
16	6	374.358	1142.771	0
17	6	374.028	1142.302	0
18	6	373.717	1141.838	0
19	6	373.356	1141.411	0
20	6	372.965	1141.012	0
21	6	372.482	1140.584	0
22	6	372.174	1140.212	0
23	6	371.913	1139.805	0
24	6	371.604	1139.234	0
25	6	371.327	1138.650	0
26	6	371.050	1138.066	0
0	8	409.132	1201.516	1
1	8	411.119	1205.870	1
2	8	413.269	1210.541	1
1	11	389.959	1116.584	0
2	11	389.696	1116.003	0
3	11	389.465	1115.410	0
4	11	389.212	1114.824	0
5	11	388.940	1114.248	0
6	11	388.647	1113.682	0
7	11	388.276	1113.161	0
8	11	387.923	1112.627	0
9	11	387.589	1112.081	0
10	11	387.274	1111.524	0
11	11	387.078	1110.932	0
12	11	386.882	1110.341	0
13	11	386.710	1109.739	0
14	11	386.537	1109.138	0
15	11	386.375	1108.548	0
16	11	386.229	1107.953	0
17	11	386.083	1107.359	0
18	11	385.994	1106.575	0
19	11	385.913	1106.065	0
20	11	385.812	1105.357	0
21	11	385.719	1104.690	0
22	11	385.626	1104.022	0
23	11	385.440	1103.289	0
24	11	385.238	1102.560	0
25	11	385.021	1101.835	0
26	11	384.781	1101.117	0
27	11	384.542	1100.400	0
28	11	384.264	1099.552	0
29	11	383.986	1098.705	0
19	18	456.587	1114.230	0
20	18	456.013	1114.398	0
21	18	455.445	1114.585	0
22	18	454.877	1114.773	0
23	18	454.286	1115.034	0
24	18	453.689	1115.284	0
25	18	453.088	1115.522	0
26	18	452.481	1115.747	0
27	18	451.871	1115.961	0
28	18	451.254	1116.156	0
29	18	450.638	1116.351	0
30	18	450.068	1116.500	0
31	18	449.494	1116.626	0
32	18	448.914	1116.730	0
33	18	448.331	1116.811	0
34	18	447.662	1116.847	0
35	18	446.992	1116.873	0
36	18	446.322	1116.881	0
37	18	445.652	1116.889	0
38	18	444.982	1116.897	0
11	19	387.502	1108.234	0
12	19	387.700	1108.951	0
13	19	387.897	1109.668	0
14	19	388.019	1110.328	0
15	19	388.190	1110.977	0
16	19	388.479	1111.575	0
17	19	388.746	1112.186	0
18	19	389.044	1112.735	0
19	19	389.341	1113.285	0
20	19	389.638	1113.835	0
21	19	389.936	1114.385	0
22	19	390.237	1114.932	0
23	19	390.538	1115.480	0
24	19	390.824	1116.000	0
25	19	391.142	1116.577	0
26	19	391.460	1117.155	0
27	19	391.778	1117.732	0
28	19	392.062	1118.249	0
29	19	392.361	1118.667	0
30	19	392.708	1119.046	0
31	19	393.097	1119.381	0
32	19	393.523	1119.668	0
33	19	393.980	1119.902	0
34	19	394.605	1120.171	0
35	19	395.243	1120.407	0
36	19	395.887	1120.627	0
37	19	396.542	1120.812	0
38	19	397.196	1120.997	0
0	27	396.335	1122.142	0
1	27	395.620	1122.119	0
2	27	394.907	1122.104	0
3	27	394.355	1122.059	0
4	27	393.802	1122.054	0
5	27	393.250	1122.088	0
6	27	392.701	1122.160	0
7	27	392.118	1122.379	0
8	27	391.845	1122.498	0
9	27	391.304	1122.632	0
10	27	391.067	1122.661	0
11	27	390.850	1122.753	0
12	27	390.614	1122.795	0
13	27	390.369	1122.818	0
14	27	390.156	1122.852	0
15	27	390.007	1122.870	0
16	27	389.856	1122.875	0
17	27	389.680	1122.861	0
18	27	389.610	1122.928	0
19	27	389.750	1123.017	0
20	27	389.884	1123.115	0
21	27	390.000	1123.143	0
22	27	390.005	1123.185	0
23	27	390.003	1123.206	0
24	27	389.991	1123.288	0
25	27	390.065	1123.223	0
26	27	390.003	1123.206	0
27	27	390.003	1123.206	0
28	27	390.003	1123.206	0
29	27	390.030	1123.210	0
30	27	390.056	1123.214	0
31	27	390.082	1123.219	0
32	27	390.108	1123.223	0
33	27	390.134	1123.228	0
34	27	390.130	1123.297	0
35	27	390.130	1123.297	0
36	27	390.130	1123.297	0
37	27	390.130	1123.297	0
38	27	390.130	1123.297	0
0	30	417.399	1193.550	0
1	30	416.858	1193.723	0
