9	880	-36.056	0.593
10	880	-35.398	0.448
11	880	-34.732	0.296
12	880	-33.968	0.403
13	880	-33.188	0.499
14	880	-32.411	0.620
15	880	-31.640	0.769
16	880	-30.965	0.893
17	880	-30.230	0.799
18	880	-29.674	0.599
19	880	-29.016	0.716
20	880	-28.322	0.788
21	880	-27.717	0.648
22	880	-27.216	-0.241
23	880	-26.831	-0.980
24	880	-26.348	-1.113
25	880	-25.685	-0.775
26	880	-24.951	-0.563
27	880	-24.210	-0.380
28	880	-23.462	-0.226
29	880	-22.705	-0.109
30	880	-22.044	-0.075
31	880	-21.382	-0.075
32	880	-20.717	-0.049
33	880	-20.053	-0.023
34	880	-19.388	0.003
35	880	-18.724	0.030
36	880	-18.059	0.058
37	880	-17.484	0.152
38	880	-16.916	0.279
39	880	-16.356	0.439
0	881	73.994	28.034
1	881	69.554	25.791
2	881	65.115	23.559
3	881	60.677	21.326
4	881	56.238	19.095
5	881	51.627	16.794
6	881	47.016	14.493
7	881	42.329	12.157
8	881	37.649	9.823
9	881	32.965	7.511
10	881	28.740	5.519
11	881	23.974	3.318
12	881	19.279	0.967
13	881	14.592	-1.354
14	881	9.843	-3.454
15	881	5.089	-5.556
16	881	0.411	-7.272
17	881	-4.663	-9.201
18	881	-9.326	-11.060
19	881	-14.121	-12.766
20	881	-18.834	-14.513
21	881	-23.090	-16.250
22	881	-27.920	-19.294
23	881	-32.210	-22.325
24	881	-36.830	-24.756
25	881	-41.433	-26.648
26	881	-45.895	-28.676
27	881	-50.364	-30.693
28	881	-54.861	-32.693
29	881	-59.287	-34.805
30	881	-63.711	-36.912
31	881	-68.141	-39.008
32	881	-72.574	-41.112
33	881	-76.998	-43.209
34	881	-81.358	-45.446
35	881	-85.721	-47.679
2	882	-18.021	-2.478
3	882	-10.596	0.263
4	882	-2.606	3.124
5	882	4.221	5.827
6	882	11.458	9.179
7	882	18.164	12.306
8	882	24.174	15.519
9	882	29.754	18.981
10	882	34.473	22.596
11	882	39.584	26.450
12	882	44.970	29.936
13	882	50.624	33.227
14	882	56.268	36.429
15	882	61.914	39.638
16	882	67.524	42.921
0	883	-10.577	6.226
1	883	-11.221	5.970
2	883	-11.866	5.714
3	883	-12.510	5.458
4	883	-13.155	5.201
5	883	-13.800	4.944
6	883	-14.444	4.688
7	883	-15.095	4.442
8	883	-15.787	4.393
9	883	-16.467	4.534
10	883	-16.932	4.741
11	883	-17.481	5.024
12	883	-17.915	5.459
13	883	-18.320	6.037
14	883	-18.674	6.644
15	883	-19.001	7.242
16	883	-19.336	7.822
17	883	-19.774	8.085
18	883	-20.246	8.303
19	883	-20.460	8.803
20	883	-20.440	9.419
21	883	-20.397	9.782
22	883	-20.721	9.595
23	883	-21.049	9.293
24	883	-21.124	9.322
25	883	-20.700	9.825
26	883	-20.279	10.278
27	883	-19.870	10.752
28	883	-19.478	11.255
29	883	-19.105	11.776
30	883	-18.754	12.313
31	883	-18.366	12.820
32	883	-17.978	13.326
33	883	-17.591	13.831
34	883	-17.204	14.337
35	883	-16.816	14.843
36	883	-16.385	15.316
37	883	-15.954	15.785
38	883	-15.525	16.256
39	883	-15.095	16.726
0	884	17.282	-9.377
1	884	17.281	-9.379
2	884	17.281	-9.378
3	884	17.281	-9.378
4	884	17.276	-9.384
5	884	17.270	-9.391
6	884	17.263	-9.399
7	884	17.259	-9.406
8	884	17.253	-9.414
9	884	17.255	-9.409
10	884	17.295	-9.346
11	884	17.272	-9.278
12	884	17.109	-9.379
13	884	16.871	-9.626
14	884	16.475	-10.154
15	884	15.917	-11.040
16	884	15.595	-12.414
17	884	15.620	-13.857
18	884	15.865	-15.101
19	884	16.627	-17.128
20	884	17.639	-19.035
21	884	18.649	-20.722
22	884	20.275	-22.212
23	884	22.058	-24.011
24	884	23.516	-26.234
25	884	24.696	-28.888
26	884	26.022	-31.461
27	884	27.455	-34.293
28	884	28.874	-37.145
29	884	30.287	-40.002
30	884	31.703	-42.832
31	884	33.112	-45.667
32	884	34.525	-48.503
33	884	35.935	-51.333
34	884	37.345	-54.167
