0	436	1741.077	864.895
1	436	1745.181	865.139
2	436	1748.910	865.361
3	436	1752.336	865.549
4	436	1756.141	865.758
5	436	1759.184	865.926
6	436	1762.180	866.031
7	436	1765.926	866.162
8	436	1769.672	866.294
9	436	1773.183	866.437
10	436	1777.087	866.597
11	436	1780.990	866.756
12	436	1784.894	866.916
13	436	1788.793	867.075
14	436	1792.692	867.224
15	436	1796.587	867.372
16	436	1800.482	867.521
17	436	1804.348	867.596
18	436	1808.276	867.672
19	436	1812.297	867.768
20	436	1816.717	867.874
21	436	1820.738	867.919
22	436	1824.763	867.964
23	436	1828.784	868.009
24	436	1832.844	868.066
25	436	1836.905	868.123
26	436	1841.197	868.214
27	436	1845.485	868.304
28	436	1849.773	868.394
29	436	1853.875	868.474
30	436	1857.972	868.553
31	436	1862.069	868.633
32	436	1866.168	868.712
33	436	1870.250	868.792
34	436	1874.647	868.857
35	436	1878.358	868.941
36	436	1882.481	869.034
37	436	1886.770	869.143
38	436	1890.674	869.242
39	436	1894.879	869.363
40	436	1899.186	869.453
0	475	1724.074	882.722
1	475	1723.553	881.006
2	475	1723.001	879.473
3	475	1722.441	878.117
4	475	1721.866	876.953
5	475	1721.394	876.101
6	475	1720.889	875.268
7	475	1720.211	874.257
8	475	1719.483	873.281
9	475	1718.534	872.123
10	475	1716.718	870.659
11	475	1714.323	869.415
12	475	1711.485	867.990
13	475	1708.936	866.709
0	477	1716.132	870.368
1	477	1714.324	869.208
2	477	1712.096	868.352
3	477	1709.574	867.934
4	477	1706.390	867.493
5	477	1703.813	867.376
6	477	1701.122	867.437
7	477	1697.762	867.582
8	477	1693.808	867.733
9	477	1690.246	867.797
10	477	1686.283	867.821
0	479	1806.535	861.266
1	479	1807.133	859.654
2	479	1807.563	858.130
3	479	1807.849	856.657
4	479	1808.067	855.004
5	479	1808.270	853.572
6	479	1808.394	852.160
7	479	1808.519	850.576
8	479	1808.644	848.993
9	479	1808.664	848.028
10	479	1808.702	847.624
11	479	1808.736	847.564
12	479	1808.736	847.558
13	479	1808.737	847.552
14	479	1808.737	847.546
15	479	1808.738	847.540
16	479	1808.738	847.534
8	496	1842.467	871.854
9	496	1837.266	871.727
10	496	1831.484	871.587
11	496	1825.702	871.447
12	496	1819.438	871.219
13	496	1813.503	871.073
14	496	1807.552	870.942
15	496	1801.608	870.811
16	496	1795.469	870.676
17	496	1789.331	870.540
31	500	1992.775	875.132
32	500	1985.564	874.760
33	500	1978.377	874.483
34	500	1971.974	874.315
35	500	1966.208	874.165
36	500	1961.341	874.037
37	500	1955.989	873.897
38	500	1951.117	873.770
39	500	1946.978	873.654
40	500	1943.601	873.558
0	516	1736.392	873.361
1	516	1734.892	874.826
2	516	1733.790	876.382
3	516	1733.186	877.806
4	516	1732.878	880.029
5	516	1732.472	882.424
6	516	1732.290	883.435
